LastName*,FirstName*,Age*,Kids*,Married,SocialSecurityNum*
DELEON,LAUNA,060,02,0,295035470
HUMPHREY,SU,016,05,0,165276358
MONROE,VERTIE,050,01,1,081086293
RUSH,RUSSELL,044,03,1,280372597
CONTRERAS,CHELSEY,007,03,0,130864487
AUSTIN,ALEEN,055,02,1,485922269
TUCKER,SHELBA,060,03,0,019998477
MARQUEZ,EZRA,054,02,0,846438723
BARRON,BRIDGETTE,070,03,1,079286704
GREENE,HILDEGARD,074,00,0,355970027
ANDRADE,ROSEANNE,105,01,1,383844353
RICHARDS,TIFFANIE,036,02,1,514872668
HINES,SYDNEY,020,00,0,791390485
MCBRIDE,JETTA,001,02,0,602691980
WAGNER,ROBERTO,065,03,1,584156163
EVANS,MARCELLUS,027,03,1,468621752
MARTIN,CLAY,031,00,0,120930680
ACEVEDO,LLOYD,044,02,0,018377074
STONE,ANN,009,02,1,376045332
FINLEY,ANNA,035,03,0,111713621
WILLIS,LOU,004,00,0,056716117
ROJAS,QUENTIN,049,03,0,008007407
ZHANG,DONITA,024,02,1,000357302
BELL,AMADO,063,00,1,054027146
CROSS,DEEDEE,030,00,0,267267638
RAMIREZ,MIGUELINA,005,00,1,471426153
TRAN,BARTON,014,02,1,044089024
BARKER,GUSTAVO,025,03,1,152719149
MIRANDA,HILDEGARD,060,02,1,098550598
THOMPSON,HELENE,054,06,0,631549095
SAUNDERS,SANTO,060,00,0,001570967
SALINAS,NEVA,054,03,1,048053686
SINGLETON,PURA,016,03,1,023128696
WILLIS,CLARINE,078,03,1,510168004
FLYNN,MARGY,018,03,1,275873118
VELEZ,PRUDENCE,060,00,1,550085987
NGUYEN,RONA,020,01,0,063976903
NOBLE,RIVKA,055,02,0,001443307
KIRBY,MARTY,060,02,1,010420147
HIGGINS,RALPH,003,02,0,007431237
WEAVER,ZULA,041,00,0,437355951
YU,JANETH,057,02,1,095605622
NEAL,CARMELINA,013,02,0,122855996
HODGE,MELLISSA,006,01,0,142098336
FAULKNER,MADELEINE,038,03,0,220456191
FITZPATRICK,ELVIA,089,03,1,222394253
BENDER,BILLIE,029,03,1,106277412
MOLINA,TONDA,076,03,0,551596951
BOOKER,DANNIE,037,00,0,646191568
COOK,JOANNE,052,02,1,170284281
THOMAS,JOVAN,056,03,0,066174222
GRIFFIN,LAUREL,035,02,0,107718893
CLAYTON,CATINA,025,00,0,195432398
LOPEZ,ILONA,067,01,0,047850749
DELEON,MICHAL,037,01,1,466644238
HUGHES,DORTHA,001,02,0,359255628
PROCTOR,FRANCISCO,038,01,0,069901474
RHODES,GRANVILLE,013,03,1,118457222
TERRELL,EUGENIO,048,02,0,043749391
SMITH,VANESA,042,02,1,347335590
FOSTER,COLEMAN,048,02,1,020107143
HUDSON,GEARLDINE,028,00,1,345225780
REED,RHIANNON,016,03,1,219802110
NEAL,CHRISTEEN,035,03,0,298536582
MOONEY,JILLIAN,051,00,0,620634370
PITTMAN,JAE,030,01,0,160591049
PRUITT,MARGUERITA,017,03,1,047937494
BECKER,BUFFY,035,02,1,037924956
WADE,RICHARD,054,00,1,351684458
HARDY,LINDSEY,042,00,0,051254874
MCKINNEY,TRACY,029,00,0,045679327
BENSON,JACKLYN,011,00,1,551801332
BERNARD,VANDA,067,01,0,000616276
BERNARD,IZOLA,025,00,0,264514137
MCLAUGHLIN,ALISHIA,050,02,1,000509049
HUYNH,ISAAC,026,00,0,366881045
ESPINOZA,BUD,051,02,1,204228565
HAYNES,EBONIE,044,01,1,250545543
HUFFMAN,SHARIKA,056,00,1,218945016
COWAN,LAREE,001,01,1,169183915
ROBERSON,NEVADA,023,00,0,045775397
GATES,MADALINE,065,02,1,121443015
MCKEE,ELEANOR,050,03,1,102217548
BEST,MANDI,032,02,1,649604882
CHUNG,TAMARA,036,01,1,005569975
MATTHEWS,JANETH,028,01,1,162164355
PALMER,ELIAS,016,03,1,241899293
LUTZ,KATHALEEN,097,02,1,511503788
JONES,CLARIS,028,01,1,321778561
VASQUEZ,CARRI,027,01,1,687827721
TAYLOR,OLENE,018,00,0,874884420
MCGRATH,SERAFINA,045,00,0,448192118
ROBBINS,JOHN,052,00,0,441137148
HAYES,SHONDA,026,00,0,861059885
BOYER,SABINE,001,00,1,144697154
MAYER,MICHAEL,073,02,0,010595790
GREEN,DARCEL,044,01,1,875017017
GARDNER,JAN,052,00,0,155755368
BOND,CARISSA,019,02,1,396565731
CAMPOS,RENEE,042,02,0,138458837
CUNNINGHAM,ALEX,040,03,1,036605863
KIRBY,BECKIE,010,00,1,007721127
LEONARD,DORTHEA,074,00,0,298032883
BELL,GWENN,016,02,0,112681286
ACEVEDO,CELINDA,036,00,0,530421246
COLON,VERTIE,017,08,0,455219177
ONEILL,LORRIANE,067,03,0,146818671
LUCAS,RHEBA,031,02,1,595814354
MERCER,ANGLE,012,01,1,074878308
CAMACHO,LEA,037,02,1,450948089
HOFFMAN,ANASTACIA,018,00,1,460132365
TAPIA,TYSON,027,01,0,118337611
POPE,ILDA,065,01,0,000504204
WARD,LU,016,00,0,001919267
KRAUSE,REED,035,01,0,522089353
LAM,BONNIE,014,01,0,045894313
WEBB,DOROTHEA,074,03,1,241054253
ANTHONY,ISRAEL,038,00,0,091683868
COLEMAN,KRISTINA,051,01,0,436756234
MERCER,THERESA,010,00,0,479194816
JORDAN,BRITTNY,048,00,0,510228723
FAULKNER,VIRGIL,011,02,0,127550208
BELTRAN,VALENTINE,030,02,1,523835386
GRIFFITH,DENNA,056,01,1,021928053
COLLINS,CLARETTA,048,02,0,101363234
HARRISON,ANGELIC,035,00,1,329406577
KNOX,TABATHA,012,01,0,093003577
BRAY,ZANE,049,03,1,028175112
GOLDEN,LIZBETH,034,00,0,084219731
WOODARD,AJA,065,00,0,238784091
CALDERON,TREASA,003,08,0,676875799
RAMIREZ,STEWART,003,03,1,250426523
RANGEL,LEEANN,006,00,1,436011975
HARRELL,GAYNELLE,020,00,0,705557606
PRATT,MICHELLE,030,01,0,563085924
MILLS,TAINA,057,01,0,056415982
HART,CLARIBEL,054,02,0,081070996
TERRY,ELANA,016,01,0,102774373
SMITH,NGA,047,02,1,486446650
HOWARD,SONG,033,01,1,048436924
COOK,ALEXIA,060,00,0,154839933
WELLS,LAURINE,035,00,0,071644702
POPE,SHERRELL,003,03,1,594498701
FORBES,KASIE,054,03,0,068609822
RUIZ,HANG,078,03,1,290287353
MOLINA,CHARLES,027,00,0,053676472
INGRAM,FLOSSIE,058,03,1,607200511
GATES,DORA,092,02,1,631969239
MASON,THOMASINA,010,01,0,288370253
TRUJILLO,ELLI,059,03,0,801271166
PARK,GISELA,041,02,0,034072048
GLENN,BERNADETTE,049,00,1,027530106
BALLARD,ELTON,041,01,0,414921096
VALENCIA,HARLAN,036,00,0,079668528
REILLY,AUDREY,056,00,0,096704530
CARNEY,ANGILA,008,02,1,527232360
CLAYTON,TENNIE,015,00,0,127203806
HOPKINS,SAGE,005,03,1,442775116
RICHARDSON,IRISH,035,03,1,000507455
OROZCO,EUNA,004,00,1,881541281
FITZGERALD,MICHAL,031,03,0,116684844
FARMER,NA,075,00,1,058190812
CAREY,BOYD,049,09,0,883754535
LLOYD,NEOMA,057,02,0,280033358
STARK,LILIA,024,03,1,107465584
RIOS,VIRGEN,012,02,1,055286289
MOSS,CHAD,052,01,0,109477576
RUBIO,KEMBERLY,016,00,1,019172040
WEBSTER,DAVE,049,03,1,214606297
WAGNER,ZULMA,030,01,1,392835132
NOVAK,LONNIE,054,03,1,109251855
SANTOS,SACHA,032,00,1,158579641
JOYCE,MATHEW,030,03,1,022591117
KENNEDY,GRAIG,017,01,1,069959078
POOLE,GARRET,006,01,0,015544550
AGUILAR,BRODERICK,058,01,0,826016798
CARLSON,JENNELL,002,02,1,012558142
TRAN,MICA,002,01,0,027655758
COHEN,IGNACIA,043,01,1,500314352
HAMILTON,NIKI,037,01,1,176227134
ALLEN,VITO,028,02,0,029727976
MULLEN,GRISEL,013,03,0,607286299
GALLEGOS,REANNA,001,01,0,014854548
HARDIN,BRYAN,063,00,0,000905300
BERG,RYAN,008,02,0,224103098
HARRISON,RUSS,008,01,1,011427492
BLAIR,GALE,028,01,1,045782529
SCHMITT,LAEL,015,00,0,065567795
ROBERSON,BELKIS,029,00,1,289961045
BARRON,ALISA,016,02,1,397175631
HULL,HILARIA,003,03,0,159646230
DURHAM,CORINNA,072,02,1,303272695
ROSE,LEONE,015,03,1,147948604
CALHOUN,DIMPLE,004,02,0,233024125
ROBINSON,BURL,027,00,0,313688750
HINES,JOSEF,004,03,0,898941946
STOKES,REGAN,035,01,1,111137293
MOSS,MARYLYNN,024,01,1,187948253
RIOS,TAWNA,114,02,0,415650653
DELACRUZ,ZENIA,014,00,0,088048553
AVERY,GRISELDA,055,00,1,132908128
LARA,RACHELE,044,04,1,618456451
GOODMAN,KATHARYN,018,00,0,309196078
WILLIAMS,GRETCHEN,026,00,1,279697252
NIELSEN,RETTA,022,09,0,038774306
MURILLO,EARNEST,014,01,1,257716522
PAUL,MARCO,096,03,0,077349067
BROCK,JODI,059,03,1,340281780
MCGRATH,DAWNA,032,01,0,015184827
WONG,JI,054,02,0,035144750
KENNEDY,ANDREE,012,02,1,017623262
BAILEY,ALEXANDER,001,03,0,258205521
HATFIELD,JERILYN,009,00,1,461591511
COMBS,LEEANNE,023,02,0,393696502
SPARKS,SHANON,060,01,0,222445521
DOWNS,LOREN,040,00,0,143051548
PRUITT,SALLY,012,00,0,009758287
BAXTER,CLAUDIA,039,03,0,108263244
KRUEGER,LEISA,079,03,0,083748577
PINEDA,DEENA,018,00,1,055389135
CARROLL,JOHN,070,03,1,034563636
STEIN,ANGLEA,060,03,1,050438110
LYONS,KASANDRA,001,03,0,004226894
WISE,SHON,020,03,1,089799500
FRAZIER,JAMI,056,02,0,024311012
PENA,RYANN,043,00,1,541746968
RICHARDS,CONCETTA,013,01,1,053940918
GILLESPIE,MELYNDA,030,00,0,107663380
GATES,LUDIVINA,048,02,0,219168744
NAVARRO,EVELINE,019,02,1,591602302
DUKE,CLIFF,048,01,0,614806465
GREGORY,JACQUELINE,004,02,0,333197590
CLARK,CARIN,052,02,0,529029344
CLARKE,RAY,031,03,0,915231983
PARSONS,BROOKS,041,02,0,380186326
SPARKS,TIMMY,043,00,1,103028518
FERNANDEZ,SANDY,006,01,1,005493305
HERMAN,SARINA,042,02,1,020112782
ASHLEY,COLBY,009,02,1,305622178
NUNEZ,STACIA,048,02,0,279436920
GILLESPIE,DARIUS,113,01,1,552758800
COLLINS,IDALIA,033,03,0,181307246
WILSON,TAWANDA,067,01,0,385011767
BIRD,HANG,034,00,0,473716426
WATKINS,JEFFREY,027,00,1,412313145
LARA,ROLANDA,028,02,0,759493016
WOODWARD,GAYLENE,042,04,0,026094774
WERNER,CHERYL,030,01,1,168024548
RAMOS,CARLITA,036,01,0,079058946
LITTLE,RASHEEDA,043,02,1,053395832
JIMENEZ,HEIDY,049,02,1,964854724
HANSEN,BIANCA,054,00,0,033289144
WEBB,EDYTHE,028,01,0,185038093
MARTINEZ,JC,027,01,0,396859456
KHAN,JOHNNIE,039,03,0,064516957
REILLY,LEIGH,050,02,1,182716168
VASQUEZ,VAN,026,01,1,478275886
RAMSEY,ANNICE,056,03,1,178781724
DELACRUZ,JUAN,047,02,0,282460293
DORSEY,LEKISHA,001,03,0,076988996
BARRON,NERY,006,01,1,287665897
BENTLEY,SANTO,035,00,1,248118804
EDWARDS,ADRIENNE,017,00,1,288175990
MASSEY,CANDANCE,010,02,0,000859281
MARQUEZ,PIERRE,034,01,0,214987116
CLINE,BERTHA,044,09,0,100677252
WALSH,NERY,003,02,0,069870443
SPEARS,KEITHA,047,03,1,096533883
RIVERS,NOLA,041,00,0,116441428
MONTGOMERY,CHAN,019,02,1,137297545
CHANG,CELINE,001,03,0,069077926
UNDERWOOD,AHMAD,056,03,0,928495656
BURCH,PATRIA,008,00,0,103250192
HINES,DEVORAH,004,03,1,268597144
HOLDER,HAN,057,00,1,579458667
MORENO,KEVA,006,03,0,257000992
BROWNING,TYRELL,040,00,1,491136972
RIGGS,ZACHARY,024,03,0,084678394
GOMEZ,JAMEY,024,01,0,111311925
MURPHY,RANAE,033,01,1,054546517
GRIFFIN,SO,037,01,0,028283735
COLON,RAFAEL,046,00,0,674450706
FULLER,DARYL,012,02,1,659900880
HERNANDEZ,JANIE,041,02,0,722901320
MCDONALD,KEENA,035,02,0,404153328
TRAVIS,BONNIE,002,01,1,826356029
MCMILLAN,JONATHAN,004,03,1,663286541
SHEPHERD,ROMA,018,02,1,007789060
STUART,ELIJAH,039,00,1,088752135
SHAW,BABETTE,049,03,1,125476703
WATTS,EARTHA,034,00,1,055449794
LAWSON,JOE,028,00,0,183402669
MEDINA,JADA,010,02,1,432189345
RIOS,MARYANNE,043,03,1,295848974
BOYLE,CHUNG,079,02,0,155167156
HARRINGTON,VANNA,042,03,1,115786174
BOWEN,ALPHONSE,004,00,0,026800084
ATKINSON,BERNITA,004,03,0,156140686
VELASQUEZ,SHANE,026,03,0,181689403
HANSON,VELMA,014,02,0,023317372
PACHECO,HILARY,066,03,1,002949962
JORDAN,CATHERN,059,02,0,259580476
MASON,AGRIPINA,040,02,1,002770022
SCHROEDER,LUCILE,025,02,0,017138941
KANE,MAUDE,009,09,1,023916785
WATERS,EVETTE,022,01,0,865019372
MCKNIGHT,MALENA,065,01,0,039548532
ROSALES,JADA,028,01,1,140824311
ESPARZA,AMI,077,03,0,740343577
GARNER,LUCIANA,018,02,1,089268797
BARBER,REID,071,01,0,287634715
THOMAS,KELLEE,011,02,0,176464654
LUNA,GARY,044,00,0,000774951
DYER,WILLIE,001,01,1,154388252
WATKINS,ELDON,016,00,0,004059718
BURKE,NICHOLE,065,03,0,254354899
MEYER,ELLIS,045,03,0,041718933
HOPKINS,JOSIE,049,01,1,399157265
HANNA,MALCOLM,060,00,1,075384443
ANDERSEN,DANNA,103,02,1,381218870
DUNLAP,MARCELINE,041,03,1,036707896
MOSLEY,DARRELL,023,03,0,326521561
SPARKS,ILENE,044,00,0,321394667
BLAIR,NOEL,049,01,0,005127396
TRUJILLO,NATACHA,111,01,0,090317228
ARCHER,ASA,052,02,0,161919237
SANTIAGO,CAMILLE,003,03,0,003411179
SOLIS,CLIFF,021,03,1,197908661
KELLY,ADRIANNE,064,00,0,096328026
FREEMAN,DEVIN,054,00,0,285608996
ARELLANO,CHIA,001,03,1,091522487
OCONNELL,CHANTAY,045,01,1,120683934
VILLANUEVA,CONNIE,006,02,0,428585750
HAYES,SANTO,011,03,1,177710125
BANKS,YUETTE,007,00,1,181533737
CARTER,JORDAN,060,02,1,138213130
MAYNARD,ALTON,021,02,1,742918290
FREDERICK,SHARIKA,055,03,1,161358783
SALAZAR,DELISA,006,00,0,498723059
GILL,GIA,054,00,0,015716715
SIMPSON,JOHNNIE,015,03,1,111102583
COLON,ARDELIA,017,01,1,190892125
FOWLER,LORRIANE,068,00,1,339305565
GREER,MONROE,022,01,1,111153449
GILLESPIE,PAMULA,008,02,0,105449539
ALLEN,AZZIE,060,02,0,265395670
MORAN,LESA,072,00,0,318863856
FINLEY,PENNEY,038,02,0,172328933
MCCLAIN,PATIENCE,021,03,1,001787425
DELEON,STAN,032,03,1,538870952
HOWELL,JAQUELYN,045,01,1,488586427
CLAY,FOREST,024,03,0,242321580
HALE,ETSUKO,045,03,0,641286135
BARTON,MIGUELINA,043,02,0,002071270
MEZA,JENETTE,021,01,1,204126748
HOOVER,MARLIN,053,02,0,145934081
FRITZ,SUZI,043,01,0,308135920
CARLSON,ALTHA,054,02,1,086366817
KNIGHT,JACKELINE,007,01,0,067730707
KAUFMAN,FLOY,003,02,1,108856359
HUANG,LOIS,034,03,0,070619954
MORRIS,PEARLENE,025,08,1,195331065
MADDOX,YELENA,046,02,1,619412818
ELLISON,RICKI,010,03,1,313491634
BARRERA,KETURAH,046,03,0,615019216
WATTS,ELDORA,062,03,0,332646831
COBB,ALDO,029,03,1,026947823
GLASS,ISAIAS,029,01,1,491857258
TERRY,RASHAD,006,00,0,315238931
HORNE,BOBBYE,044,00,1,523206691
NICHOLS,CAREY,013,03,1,557625343
HANSON,GARFIELD,044,03,0,036841045
BLACKWELL,LATIA,036,03,0,628518864
WHITAKER,CAMMY,023,03,0,194641098
BARTLETT,MARSHALL,036,03,1,388426377
GATES,MARVA,004,01,1,568761700
MULLINS,CLIFTON,007,03,1,444099771
CHAPMAN,CLINTON,057,00,1,482124356
MCMILLAN,EARLINE,002,02,1,036891199
MATTHEWS,CLIFFORD,015,03,1,270091039
MCINTYRE,GERRI,040,01,1,111390430
DELEON,LOURIE,021,02,0,908645308
BAILEY,LAVERNE,033,03,0,287103880
DIAZ,BRIAN,007,02,1,226156793
SAUNDERS,CATRINA,003,01,1,116913585
MARQUEZ,ELIZ,020,01,1,389966792
WOODS,MATTHEW,010,03,0,389663239
ARMSTRONG,DAMON,026,03,0,079293676
SILVA,MEAGHAN,046,02,0,166837446
CALHOUN,SYLVESTER,057,02,1,302843494
OWEN,DEON,026,00,0,637878524
RYAN,KISHA,026,00,0,134387732
SHIELDS,NATIVIDAD,114,01,0,727025180
RUSSO,DANTE,030,01,1,091257059
CHRISTENSEN,ARON,034,00,0,394832596
NOVAK,AUGUSTUS,002,01,0,182670662
HENSON,LEONEL,001,01,0,032886821
FRAZIER,CHUCK,055,00,1,609899438
OLSEN,RICHIE,004,02,1,135961051
COLLIER,JESS,034,00,1,868889045
DELACRUZ,DAMIAN,001,01,1,393514251
HOLMES,BRANDON,035,01,0,023883650
GUTIERREZ,SUZANNA,046,01,0,066608629
MCCLAIN,MARX,024,01,0,238583367
VELAZQUEZ,LIZABETH,028,02,1,228979586
WEBB,OCTAVIO,040,01,1,581155877
BECK,NEVILLE,015,03,1,000122684
PALMER,NOHEMI,020,03,0,213981171
COLLINS,BERNARDO,078,01,0,246430682
FRITZ,MURRAY,037,00,0,585525318
KEITH,JANETH,024,00,0,302028703
MEJIA,BRODERICK,042,00,0,109183118
LE,BERNARDINE,003,01,1,494338068
HOLDER,MAIRA,033,03,1,694758502
HURLEY,FABIOLA,032,01,0,069550798
RODGERS,LINETTE,048,00,0,240546062
GARRISON,LAUREEN,025,02,1,141134893
DOUGHERTY,CORRIN,010,00,1,292900055
MARSH,LATOYA,056,03,0,034937373
LAWSON,JEANENE,021,01,0,105168469
VARGAS,KARLA,034,00,0,000945893
HERRING,MEAGHAN,031,02,0,027764100
CARR,DIRK,035,02,0,603642475
YANG,SEBRINA,044,01,1,444579895
WHITE,TYESHA,056,03,1,049065696
PETERSEN,WENDI,008,02,0,814965659
DAVID,LAKITA,017,02,0,125884015
BARKER,WENDI,001,09,1,535399427
NAVARRO,KATHALEEN,029,02,1,665474457
BRUCE,JANEE,003,01,1,116476842
KING,THU,008,00,1,640254478
ROBBINS,WILFREDO,010,00,1,357866249
ARROYO,DELAINE,036,01,0,470917332
ANTHONY,OLIVIA,020,00,1,184957656
HOFFMAN,RUBI,043,01,1,438892263
BALLARD,NIESHA,007,03,0,262143179
MONTOYA,LESLEY,010,01,0,593029746
SUMMERS,KENDAL,041,03,1,025141917
MIRANDA,MARIO,053,03,1,074180104
LAMBERT,MARGARETA,023,03,0,048070423
WADE,ELEANOR,038,00,1,102925934
HENDRICKS,KYUNG,098,00,0,491717764
OSBORNE,CARSON,016,07,1,462346062
SOTO,SHIRLENE,060,00,1,014128532
DUKE,THERESIA,023,01,0,197083364
COMPTON,MONROE,060,02,1,345234297
MAYO,BERTIE,012,06,1,109942954
CARPENTER,ANGELENA,002,01,0,133193292
WU,KESHIA,026,03,1,059951693
POWELL,RENNA,046,02,0,703109325
STRICKLAND,ARNITA,031,01,0,519761951
CASEY,BRICE,006,03,1,382320879
CARDENAS,PASQUALE,016,01,0,147911147
RICHMOND,BARBRA,044,00,1,527731309
CAMACHO,DENNY,031,02,1,200080512
HAMPTON,CHARITA,025,03,1,235425397
ESTES,COLENE,060,02,1,042538989
BREWER,CLETA,001,00,1,096013940
HANNA,NEVILLE,058,00,0,093143393
HARTMAN,CHRISTIA,001,00,0,718293314
MEDINA,EMMIE,038,03,0,094163282
LOZANO,CANDELARIA,100,00,1,109356378
BIRD,JEANENE,054,03,1,039862744
ROY,DEANGELO,014,02,0,110560121
MCCALL,KARL,013,01,0,187110675
NEAL,MAIRE,012,01,0,063481389
WEST,CORENE,038,02,0,291862073
BENTON,CLARIS,059,00,1,311749055
JACKSON,ZOFIA,020,00,1,414863731
STEVENSON,TOSHIKO,073,01,1,017826167
SOSA,ROY,007,02,1,229219386
LE,TRINH,044,02,1,553845429
RAMSEY,SENA,051,02,0,317281984
DICKERSON,MAURICIO,040,00,1,120697608
NAVARRO,JERALD,019,00,0,160761448
STRICKLAND,SEEMA,056,02,1,338971492
POTTS,LAWRENCE,105,00,1,184152972
REEVES,IRA,019,02,0,011105140
WOODARD,JESSE,037,01,0,436594625
BARTLETT,THI,020,00,0,004937836
HAYS,TWANDA,006,03,1,597905811
WOODS,IVA,011,00,1,210508474
OWENS,RONA,030,00,1,473831187
MCMILLAN,DENESE,034,02,0,198458352
HOPKINS,IDA,053,01,0,010130452
ALLISON,SHIRLEY,039,02,1,039940899
COBB,LESLI,030,02,1,093702848
JOYCE,NATHALIE,020,00,1,153535764
MOSLEY,RONNI,050,00,0,073238909
MANN,MELONIE,032,00,0,480896274
CARNEY,ARNULFO,036,03,1,065832802
WEEKS,FIDELA,010,03,1,216252468
BAUTISTA,JALISA,014,02,0,138937104
HART,CAREY,007,06,0,043867886
SPENCER,WILEY,035,02,0,059566852
GONZALEZ,MAFALDA,038,02,0,154000425
CONRAD,JESSE,045,00,1,461759794
MULLINS,DIANA,010,01,1,069290908
CUEVAS,JENNINE,036,02,0,771093964
OBRIEN,SIMONNE,035,00,0,188642442
TUCKER,GRACIELA,076,00,1,568448358
LIVINGSTON,PAGE,001,03,0,206325651
RHODES,ALPHONSE,061,02,0,626815118
PIERCE,NORMA,009,00,1,235431851
KEY,DEB,010,02,0,242486362
WONG,CRISTAL,075,02,1,157606772
OSBORN,SHERELL,057,01,0,140411722
ALLISON,ADALBERTO,059,00,0,069393586
ANTHONY,OLIVE,077,02,1,051457746
LLOYD,RETTA,011,01,0,078579730
BEASLEY,CORDELL,041,03,1,608773917
SHELTON,LYNELLE,013,02,0,105050219
DELEON,MATTHEW,044,03,0,120090368
PALMER,LYMAN,005,01,0,293272454
FORD,SAM,006,00,0,341494405
HALL,DEWITT,059,02,0,123096855
TERRY,SHERLYN,045,00,1,160818454
DICKERSON,KELLE,018,02,1,173146699
MCLAUGHLIN,ELINA,056,03,0,221936591
BRAY,MATILDE,022,03,0,189108998
LARSON,JOHNETTA,002,00,1,161837176
OLIVER,ROBERTA,030,02,0,232959306
HEATH,THU,030,01,0,434632760
BENTLEY,ERMINIA,067,02,0,100129017
MCCLURE,BEA,036,03,1,541454520
LYNCH,FELICITAS,076,07,1,176350964
MERRITT,DALENE,058,00,1,545573184
HOLT,NATHANIAL,030,02,0,110349150
KING,ROCHEL,029,03,1,161868814
COOLEY,HUNTER,048,03,0,342748360
ARIAS,DUSTIN,024,00,0,361615801
BLACKBURN,DESSIE,007,03,1,203240674
TERRY,LATRINA,009,00,0,388138762
SHARP,JANICE,031,02,0,051839559
ATKINSON,SARAH,053,00,1,054971051
LLOYD,JON,054,01,1,943155602
FARRELL,TYESHA,048,01,1,636286875
HUFF,HENRY,064,02,1,170976171
SHAH,JAMI,021,02,1,119506745
SERRANO,NICKI,053,01,0,038455744
SHERMAN,LORENE,071,01,1,160652231
ALLISON,LESHA,040,03,0,643205621
ZAVALA,ROSANNE,005,02,1,222895025
ADKINS,AMELIA,008,00,1,069412894
KELLY,BRADLEY,040,03,1,012365773
NEAL,LOREN,032,00,1,208916812
PADILLA,ENOCH,011,01,0,071045016
CAMPBELL,JULIE,001,01,0,785386987
THORNTON,MARILOU,031,01,0,666433479
DOWNS,LYNNE,009,01,0,301344090
GALLAGHER,NILA,039,00,0,282829879
GLOVER,ROSIO,008,03,1,060039399
GONZALES,MATHA,048,03,0,149523669
HURLEY,GWYNETH,032,02,0,023020442
CARDENAS,PETER,030,00,0,156942187
GONZALES,IVA,041,00,1,392650201
MARQUEZ,MARCELLE,055,09,1,037610269
DIAZ,HILARIO,091,03,1,161375640
CONLEY,VANCE,030,02,1,309742066
JOHNSON,SONNY,020,04,1,139649090
AUSTIN,ALEXIA,079,02,0,015902041
DIAZ,ABBY,091,03,0,198165981
DURHAM,ZULMA,029,02,1,017882900
MEZA,TITUS,021,02,0,161039226
BOWEN,LUANA,064,03,1,138708603
NASH,VERDIE,006,03,0,014992606
SANDERS,NELL,060,02,1,445515380
HALL,BRITTNEY,017,02,0,787949744
FRANCO,SHIZUKO,044,00,1,047044201
BENDER,BURMA,014,01,0,469050257
PEREZ,BLANCHE,045,00,0,200294166
FISHER,VERDA,026,01,1,746724508
HOWE,LEONILA,101,02,1,055360057
GATES,DEON,007,01,1,003602627
KEMP,VIVIEN,023,03,1,390574964
GLOVER,URSULA,049,01,1,056510015
ADKINS,ROBBYN,051,03,1,420868494
JACKSON,XUAN,003,01,0,195032291
HERMAN,RYANN,012,03,0,627436463
JAMES,ANGELE,012,03,0,170862008
HILL,KANDY,026,03,0,191736129
ALI,PAZ,043,00,0,000581215
BOOTH,NANCIE,021,01,0,100361116
CAMPOS,ELEANORE,039,00,1,615630874
MCGEE,STACEE,008,02,1,233789527
BRADY,MARYA,027,00,0,802700844
BENTLEY,ISREAL,070,01,0,089891130
BONILLA,IRVING,027,02,1,090207719
ANDRADE,MELODI,055,01,0,013600421
TRUJILLO,BURMA,012,03,0,012791438
VAUGHN,MARTH,058,02,0,311238764
WOOD,DEENA,024,02,0,352699720
MYERS,CAMILLA,019,03,0,592154606
HULL,JOSPEH,038,00,0,154941767
KNAPP,JERRY,040,03,0,494589708
CASTILLO,KIMBERLY,053,03,0,033442772
COCHRAN,REFUGIO,001,03,0,133325098
COLE,TONIE,004,00,1,492621733
PETERS,TITUS,075,00,0,270125437
ACEVEDO,GARRET,013,03,1,052209878
JONES,CASSIE,043,01,1,442503205
PAYNE,ZENIA,003,02,1,073788588
MAYER,LINETTE,036,01,0,478010233
MUELLER,ELENA,041,00,0,382234524
VELASQUEZ,REGENIA,027,02,1,612189853
RITTER,KEESHA,048,01,1,136540782
KENT,WARNER,032,00,0,190999013
DOUGHERTY,SARITA,042,00,1,462746019
WARNER,LARONDA,067,01,1,068933346
MASSEY,DENESE,013,00,1,081871814
PATTON,JEANNIE,005,01,1,396711081
LEONARD,GERALDINE,025,00,0,032087290
HEBERT,NOELLE,016,00,0,106174551
GILMORE,CORY,029,01,0,003615433
BURNETT,SUK,090,03,1,374858364
RICE,DUNCAN,029,02,0,679696972
FARLEY,KAITLIN,047,01,1,145606745
MYERS,KACEY,026,00,1,160362702
GORDON,ROSEANN,003,00,1,374193992
PARRISH,SHILA,035,02,1,525337054
IBARRA,DEANDRA,009,00,1,114909382
OLSON,LAURINDA,002,01,0,143030429
SOLIS,ASHLEY,002,03,1,611189777
RODRIGUEZ,ASHLEY,074,01,0,162853255
STEPHENS,DAINA,031,00,1,445540360
SIMMONS,CINTHIA,045,00,1,169119198
BELL,KRYSTEN,043,08,1,437604155
BRANDT,FAUSTO,077,00,0,246291817
BLANKENSHIP,JUDSON,011,03,0,632114975
BRUCE,RENEE,002,03,0,542858478
MCMILLAN,TEGAN,019,02,1,393596070
WISE,OMEGA,017,00,0,721668471
SHANNON,JOANNA,025,03,1,418441347
LAMBERT,ROBIN,048,03,1,220829590
RICHARDS,DANA,074,00,0,005278979
THOMAS,AVELINA,051,03,1,463286837
SNYDER,VERNIA,021,00,1,785219979
BENSON,ADELLE,010,09,1,019436683
